ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
PTTEP.bk,SET,2025-02-05,Oil & Gas E&P,Energy,493930741760.0,1.038,0.24334998,32.32984,24.907,0.15048,2.184,19.46,684275374000.0,107105746000.0,134139569000.0,2024-09-30,23523356500.0,0.1463,0.3078190782858415,126.0,142.09030151367188,0.27157566366901326,0.16950059283698857,0.047624807510827004,6.421479958890031,6.474820143884892,0.8867600297679453,0.008238095238095239
PTTGC.bk,SET,2025-02-05,Chemicals,Basic Materials,344681250816.0,5.796,-0.02033,0.34819666,102.191,-0.047280002,1.259,-2.8,495548265262.0,33446227142.0,6102206327.0,2024-09-30,-1852204388.5,0.0262,1.8003187815097,20.700000762939453,24.299999237060547,0.017703911403807455,0.011535481776509055,-0.005373673166483767,-5.32285741533552,-7.392857415335519,0.8518519099938635,0.2799999896800464
PYLON.bk,SET,2025-02-05,Engineering & Construction,Industrials,1092017536.0,0.483,0.03021,1.3333334,2.377,0.02931,6.161,0.05,381137151.0,626062708.0,33861330.0,2024-09-30,-23925446.0,0.1151,0.5706080265853994,1.840000033378601,1.7599999904632568,0.03100804600998642,0.03361927595345305,-0.021909397249825848,27.140000667572018,36.80000066757202,1.045454570084564,0.26249999523810724
Q-CON.bk,SET,2025-02-05,Building Products & Equipment,Industrials,2436408064.0,3.444,0.25511998,1.33031,2.119,0.32089,4.528,1.55,1231926000.0,1532333000.0,790494174.0,2024-09-30,-26791500.0,0.1665,0.966354266573116,8.850000381469727,9.899999618530273,0.32445064752502806,0.2859696482854899,-0.010996310673842852,3.487742181593372,5.70967766546434,0.8939394669172294,0.38915252559888047
QH.bk,SET,2025-02-05,Real Estate - Development,Real Estate,29262635008.0,0.115,0.25469,0.6192065,43.227,0.08092,3.353,0.21,23128675000.0,14850497000.0,983911178.0,2024-09-30,237548500.0,0.0316,0.6851395416362094,1.6799999475479126,1.6606937646865845,0.03362346479498556,0.025906598964295483,0.00811780962087172,7.452380702609108,7.999999750228156,1.0116253720414081,0.06845238308956571
QTC.bk,SET,2025-02-05,Electrical Equipment & Parts,Industrials,861618816.0,1.508,0.081379995,0.74169904,2.416,0.076230004,4.715,0.25,659343000.0,935287000.0,113055234.0,2024-09-30,-54350500.0,0.0632,0.2841381301106778,3.440000057220459,4.059999942779541,0.13121258716801282,0.07089747088666336,-0.06307951844914213,7.728000228881836,13.760000228881836,0.847290666429266,0.4383720857314384
RAM.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,47145070592.0,1.096,0.1488,1.3784623,45.634,0.043920003,0.343,1.07,38730681000.0,-7413174000.0,733797392.0,2024-09-30,-68285000.0,0.044,0.04932997004875875,21.399999618530273,28.11447525024414,0.015564668432684824,0.02343090055028965,-0.0014484016916836947,18.975700578065673,19.999999643486234,0.7611737166726752,0.051214954183969846
RATCH.bk,SET,2025-02-05,Utilities - Regulated Electric,Utilities,158611210240.0,7.228,0.16511999,0.6048029,88.162,0.05131,1.021,2.69,185858072000.0,4157493000.0,2418611875.0,2024-09-30,1935547500.0,0.0175,0.9932842239153836,28.0,26.29180335998535,0.01524868180086588,0.012728493452628473,0.012203093949483504,7.721933085501858,10.408921933085502,1.0649706913073307,0.2581428571428571
RBF.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,10615222272.0,0.349,0.13847,2.241594,4.117,0.13435,4.301,0.26,2752373511.0,2322893470.0,653398789.0,2024-09-30,52031914.0,0.1451,1.0757000719636158,5.550000190734863,7.199999809265137,0.061553001176761414,0.1287417571225501,0.004901632077666965,20.00384688744178,21.346154579749474,0.7708333802443976,0.06288288072180943
RCL.bk,SET,2025-02-05,Marine Shipping,Industrials,19261581312.0,14.941,0.06489,0.43674758,17.891,0.03787,1.972,6.37,46714127000.0,5903467000.0,5907491920.0,2024-09-30,-3993067500.0,0.3046,0.2608444485138355,23.5,20.541484832763672,0.30669817936077876,0.11227217876970962,-0.207307356302689,1.3436420722135007,3.6891679748822606,1.1440263540500002,0.6357872340425532
RICHY.bk,SET,2025-02-05,Real Estate - Development,Real Estate,4745768448.0,0.029,-0.11173,0.20693512,142.671,-0.02971,2.013,-0.11,677160546.0,3251455099.0,-176309269.0,2024-09-30,25851691.0,0.0276,0.8416846094154871,0.3499999940395355,0.46000000834465027,-0.037150836778457166,-0.044878217909759405,0.005447314019480792,-2.9181817639957774,-3.181818127632141,0.7608695384572725,0.08285714426819162
RJH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,7230578688.0,0.592,0.19697,2.5644486,53.857,0.22363001,1.054,1.83,3527999913.16,41335496.67,651454385.46,2024-09-30,-45572001.995,0.3755,0.34640637160370474,19.200000762939453,21.904937744140625,0.0900971296448465,0.18251419680702619,-0.006302677000200844,10.168306427835766,10.49180369559533,0.8765147377821368,0.030833332108126794
ROCK.bk,SET,2025-02-05,"Furnishings, Fixtures & Appliances",Consumer Cyclical,370440992.0,4.37,0.03132,0.6603725,62.897,0.05471,1.167,1.49,496438000.0,50898000.0,51478765.0,2024-09-30,6691500.0,-0.0176,-0.11388540735673247,12.800000190734863,10.0,0.1389661676534977,0.09405331460017247,0.01806360566057441,5.6577182488153435,8.590604154855614,1.2800000190734864,0.34140624491265054
ROCTEC.bk,SET,2025-02-05,Advertising Agencies,Communication Services,7556701696.0,0.182,0.099589996,1.980198,7.623,0.08297,1.566,0.04,3835927000.0,1065353000.0,149583710.0,2024-09-30,-8269500.0,0.0343,0.3957926981514942,1.0399999618530273,0.8774239420890808,0.019794841190989367,0.030519315362517545,-0.0010943266431143242,21.449999046325683,25.999999046325684,1.1852878773479387,0.17500000641896196
ROH.bk,SET,2025-02-05,Lodging,Consumer Cyclical,6340521472.0,0.379,-0.044499997,0.69718313,176.59,-0.01528,1.002,-0.04,7363429000.0,-11077000.0,31871104.0,2024-09-30,5649500.0,-0.0711,-0.6514871057592853,1.9800000190734863,2.5399999618530273,0.005026574571309961,0.004334817484255378,0.0008910150411048084,-40.02500047683716,-49.50000047683716,0.7795275782716943,0.19141413957023487
ROJNA.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,24977637376.0,4.142,0.09020001,0.6668241,85.121,0.09711,1.451,1.85,26063152000.0,9220757000.0,3475012140.0,2024-09-30,1143118000.0,0.0495,1.2037653174078693,5.900000095367432,5.349999904632568,0.13912493354311398,0.09848716421981477,0.04576565760772777,0.9502703218202331,3.189189240739152,1.1028037758016813,0.7020338869574291
RPC.bk,SET,2025-02-05,Specialty Retail,Consumer Cyclical,4455848448.0,0.148,-0.0025499999,0.14210527,64.778,0.00179,2.068,-0.03,3744447000.0,3252223000.0,84787874.0,2024-09-30,129312500.0,0.0039,0.5402527927205676,0.30000001192092896,0.5299999713897705,0.01902844654379053,0.012118318285698768,0.029020847883199818,-5.066667064030965,-10.0000003973643,0.5660377888969811,0.4933333137300287
RPH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,2648461056.0,0.707,0.1535,1.6558341,0.243,0.101940006,4.088,0.32,1381948000.0,397563000.0,202161026.0,2024-09-30,56833000.0,0.1706,0.04739807720354154,5.400000095367432,5.542844772338867,0.07633150789286139,0.11360481952626311,0.021458876984899112,14.665625298023224,16.875000298023224,0.9742289956081234,0.1309259236136909
RS.bk,SET,2025-02-05,Entertainment,Communication Services,16392129536.0,0.135,0.30879,0.6944444,148.083,0.39289,0.37,0.02,7212737000.0,-2042042000.0,-614359353.0,2024-09-30,-265661398.5,0.088,1.1491777754591626,1.0099999904632568,6.150000095367432,-0.03747892253113049,-0.11881562401185915,-0.016206643433152527,43.74999952316284,50.49999952316284,0.16422763817907135,0.13366336759872596
RSP.bk,SET,2025-02-05,Footwear & Accessories,Consumer Cyclical,1151736064.0,1.026,0.06852,0.7492287,28.272,0.05189,6.989,0.14,838395000.0,1298978000.0,81548185.0,2024-09-30,-53330500.0,0.051,0.5213052956855911,1.7200000286102295,1.9199999570846558,0.07080457715006483,0.03815346455672454,-0.04630444566855206,4.957143061501639,12.285714490073067,0.8958333682579307,0.5965116179846894
RT.bk,SET,2025-02-05,Engineering & Construction,Industrials,3338368768.0,0.037,0.03147,0.33950618,218.507,0.098570004,1.082,0.05,1859842000.0,308130000.0,243415406.0,2024-09-30,-140430500.0,0.0492,0.859539474585226,0.3400000035762787,0.46000000834465027,0.07291447497749895,0.11227792886623997,-0.042065604419170025,6.0600000715255735,6.800000071525574,0.7391304291488995,0.10882352826710803
S.bk,SET,2025-02-05,Resorts & Casinos,Consumer Cyclical,49663942656.0,0.382,0.01906,0.27995062,167.587,0.0146,1.186,0.06,56598122000.0,2973565000.0,2016000977.0,2024-09-30,197209500.0,-0.0076,0.9235404786334701,0.699999988079071,0.7200000286102295,0.040592850047446706,0.03384159620995793,0.003970878860061158,5.299999801317851,11.666666467984518,0.9722221670327386,0.5457142950077448
S11.bk,SET,2025-02-05,Rental & Leasing Services,Industrials,4731701760.0,0.133,-0.19943,0.37586918,102.593,-0.022809999,2.527,-0.08,3481037987.0,746928012.0,200755658.0,2024-09-30,200170534.0,0.1693,0.9436134280421035,2.0199999809265137,1.8200000524520874,0.04242779198323776,0.04748279859570365,0.04230413161120282,-23.58749976158142,-25.24999976158142,1.1098900674233312,0.06584158478011315
SA.bk,SET,2025-02-05,Real Estate - Development,Real Estate,22430857216.0,0.342,0.10642,1.6542035,216.206,0.05204,1.755,0.31,8091254000.0,6726777000.0,456692000.0,2024-09-30,-19390500.0,0.0251,0.08851687971574128,7.349999904632568,7.650000095367432,0.0203599887245611,0.03082001920498074,-0.0008644564856918931,22.60645130526635,23.709677111717962,0.9607842892817043,0.04653061284864014
SABINA.bk,SET,2025-02-05,Apparel Manufacturing,Consumer Cyclical,7339400704.0,1.2,0.13416,3.387307,25.945,0.25185,3.223,1.34,526852180.46,1441604179.82,576012787.35,2024-09-30,155379550.785,0.2153,0.6661250192178465,18.200000762939453,20.46973991394043,0.07848226450370409,0.29262156833797726,0.02117060466535334,12.686567733536904,13.582090121596606,0.8891173429392122,0.06593406317012647
SABUY.bk,SET,2025-02-05,Business Equipment & Supplies,Industrials,8571146240.0,0.347,-0.67466,0.1434263,168.0,-0.75259,0.39,-3.69,8140045000.0,-4583605000.0,-1613399388.0,2024-09-30,78058000.0,0.035,1.6371877999238216,0.5600000023841858,0.5099999904632568,-0.18823612884710272,-0.4536557310119108,0.009107066641299075,-0.057723577881893175,-0.15176151826129697,1.0980392408939295,0.6196428545047433
SAFE.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,2475354624.0,5.165,0.25002,1.8378974,4.543,0.15642999,15.275,0.64,313928267.0,1558907562.0,230097880.0,2024-09-30,35697138.5,0.1253,0.823955701252543,10.0,14.0,0.0929555215115715,0.12286067814222706,0.014421019983922917,7.5546875,15.625,0.7142857142857143,0.5165
SAK.bk,SET,2025-02-05,Credit Services,Financial Services,19326052352.0,0.1,0.33055001,1.4764134,138.831,0.13874,2.406,0.39,6242635623.0,3228857536.0,1024290926.0,2024-09-30,-591657104.0,0.1266,1.9151500755179307,4.179999828338623,4.960000038146973,0.053000525267334224,0.10814460917671662,-0.030614483145533392,10.461538021381084,10.71794827779134,0.8427418943932603,0.02392344595854825
SAM.bk,SET,2025-02-05,Steel,Basic Materials,1612424320.0,0.129,-0.031600002,0.10603049,100.637,-0.117639996,0.962,-0.18,1725288710.66,-253536281.3,-57742826.150000006,2024-09-30,-51314591.97,0.0416,-2.209741005255711,0.1599999964237213,0.3799999952316284,-0.03581118532744532,-0.03923406205968337,-0.03182449640179082,-0.1722222023540073,-0.888888869020674,0.4210526274512018,0.8062500180210922
SAMART.bk,SET,2025-02-05,Information Technology Services,Technology,12787209216.0,1.929,-0.05244,1.316881,85.384,-0.12872,1.042,-0.22,7743098000.0,1125423000.0,827455014.0,2024-09-30,63229000.0,0.0041,0.8715580221474215,6.400000095367432,6.0,0.06470958596381192,0.09330248121417314,0.0049447067715827075,-20.3227277062156,-29.090909524397418,1.0666666825612385,0.30140624550869693
SAMCO.bk,SET,2025-02-05,Real Estate Services,Real Estate,3068584448.0,0.091,5e-05,0.21225789,88.423,0.0125,2.264,-0.02,1415414000.0,2849128000.0,73766622.0,2024-09-30,-15439000.0,0.0257,0.39862383469473245,0.800000011920929,0.949999988079071,0.024039299960631227,0.017297665728230605,-0.00503131012413969,-35.45000059604645,-40.00000059604645,0.8421052862732697,0.11374999830499294
SAMTEL.bk,SET,2025-02-05,Telecom Services,Communication Services,3990933504.0,0.943,0.01233,1.0017422,11.28,0.01433,2.047,0.1,1758172000.0,2093973000.0,-3821488.0,2024-09-30,260864500.0,-0.0106,0.9697183059476641,6.0,4.013537406921387,-0.000957542388558925,-0.000992041576835763,0.06536428124862087,50.57,60.0,1.494940595209836,0.15716666666666665
SAPPE.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,21594079232.0,6.873,0.18225999,4.257809,1.514,0.33503,2.035,3.99,2877990000.0,1551919000.0,1270964023.0,2024-09-30,-10776000.0,0.1711,0.6156520660234827,56.25,88.5,0.05885706027773456,0.2869052215293813,-0.0004990256766322863,12.375187969924813,14.097744360902254,0.635593220338983,0.12218666666666667
SAT.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,3376704256.0,3.287,0.097670004,0.5282864,0.685,0.09924,3.449,1.65,4543326000.0,3962821000.0,732541508.0,2024-09-30,124025000.0,0.1083,0.6228395656814545,10.600000381469727,10.948965072631836,0.21693978875951642,0.08611907459393778,0.03672960099470435,4.432121443314986,6.424242655436198,0.9681280660914349,0.31009432846305673
SAV.bk,SET,2025-02-05,Airports & Air Services,Industrials,13449763840.0,0.886,0.19452,8.625878,0.044,0.37342,3.103,0.63,1037733000.0,740177000.0,513046868.0,2024-09-30,175334500.0,0.1471,1.007864001156397,17.0,19.145851135253906,0.0381454183213376,0.2885674010495469,0.013036251200080552,25.57777777777778,26.984126984126984,0.8879208283771372,0.05211764705882353
SC.bk,SET,2025-02-05,Real Estate - Development,Real Estate,46762344448.0,0.509,0.08898,0.48878354,159.044,0.09197,2.452,0.48,13639217000.0,32082788000.0,2700051227.0,2024-09-30,-410360000.0,0.0859,1.2321575858013467,2.759999990463257,2.3371944427490234,0.05773986011335409,0.05905364882839237,-0.008775436835856737,4.689583313465119,5.749999980131785,1.1809030262869045,0.1844202904923076
SCC.bk,SET,2025-02-05,Conglomerates,Industrials,569247596544.0,38.582,0.011410001,0.5115001,86.648,0.0074299998,0.834,4.66,659877946000.0,-41240291000.0,-2769102000.0,2024-09-30,-259355500.0,0.0334,1.313185386011768,151.0,203.4504852294922,-0.004864494846902638,-0.004476129083995057,-0.00045561105848244564,24.124034334763948,32.40343347639485,0.7421953298841827,0.25550993377483444
SCCC.bk,SET,2025-02-05,Building Materials,Basic Materials,63331770368.0,10.253,0.09224,1.5235798,55.046,0.1099,0.962,12.26,52336680000.0,-444765000.0,4830585000.0,2024-09-30,1191851500.0,0.0691,0.3623097006370388,161.5,130.1714324951172,0.0762742770639612,0.09308935698364572,0.01881917232179907,12.33662316476346,13.172920065252855,1.240671604394136,0.06348606811145512
SCG.bk,SET,2025-02-05,Utilities - Regulated Electric,Utilities,8341688832.0,0.548,0.0034400001,1.0949142,138.381,0.00485,0.521,0.01,7510512000.0,-1399407000.0,-110052681.0,2024-09-30,-39003500.0,0.0095,0.15839085100749353,3.380000114440918,3.440000057220459,-0.013193093534947145,-0.018008638535911264,-0.004675731831469975,283.2000114440918,338.0000114440918,0.9825581564588631,0.16213017202534744
SCGD.bk,SET,2025-02-05,Building Materials,Basic Materials,13961268224.0,5.498,0.0332,0.36737177,70.091,0.045689996,1.19,0.49,19295889000.0,3334525000.0,979299000.0,2024-12-31,317759000.0,0.0449,1.0094925131960384,4.320000171661377,6.650000095367432,0.07014398579611444,0.043273578645092396,0.022760038336184896,-2.404081282323721,8.816326880941586,0.6496240766478792,1.2726851346132217
SCGP.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,143243427840.0,2.398,0.03728,0.8609605,68.123,0.04972,0.875,1.11,133763839000.0,-7711676000.0,8534640000.0,2024-09-30,1751707500.0,0.0706,1.7986153405104965,16.0,26.5,0.05958137227442658,0.06770720784854758,0.012228885655798615,12.254054054054054,14.414414414414413,0.6037735849056604,0.149875
SCI.bk,SET,2025-02-05,Electrical Equipment & Parts,Industrials,761461504.0,0.291,-0.33246,0.8963283,65.69,-0.61122,1.022,-0.75,569086189.0,477821078.0,-87764722.0,2024-09-30,6716187.5,-0.0683,0.8419917549459504,0.8399999737739563,0.7200000286102295,-0.11525825210987947,-0.08383237442939634,0.008820127432207,-0.7319999650319419,-1.1199999650319417,1.166666583882441,0.34642858224458467
SCM.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,2167830272.0,0.369,0.08449,0.5609284,3.702,0.0963,5.499,0.08,285047627.0,424341345.0,69535962.0,2024-09-30,-4433837.0,0.2139,0.34153308084124223,0.5699999928474426,3.6723077297210693,0.032076294393586176,0.09802233294373795,-0.002045287888663638,2.512499910593033,7.124999910593033,0.15521574846091046,0.6473684291760348
SCN.bk,SET,2025-02-05,Utilities - Regulated Gas,Utilities,3468656640.0,0.037,0.041079998,0.19364834,74.326,0.0248,0.63,-0.16,4707360000.0,-878275000.0,53253000.0,2024-09-30,58604500.0,0.0265,1.1456981312318284,0.5099999904632568,0.7599999904632568,0.01535262942601318,0.013907500094670136,0.016895445725063175,-2.9562499403953555,-3.1874999403953552,0.6710526274512019,0.07254902096447328
SCP.bk,SET,2025-02-05,Building Materials,Basic Materials,706529024.0,4.426,0.11419,0.9147144,1.673,0.1102,5.527,1.03,642554000.0,1714040000.0,351792709.0,2024-09-30,135580500.0,0.0729,0.11378434509632732,6.949999809265137,6.5,0.49791685415601555,0.14928015135403044,0.19189657522123252,2.4504852517137246,6.747572630354502,1.069230739886944,0.6368345498513023
SDC.bk,SET,2025-02-05,Telecom Services,Communication Services,3659144704.0,0.002,-0.45650002,5.7142854,868.585,-4.96918,0.283,-0.01,2447084000.0,-2068384000.0,2383459.0,2024-09-30,-332178000.0,-0.2507,6.289517801298997,0.05000000074505806,0.019999999552965164,0.000651370523115557,0.0062937919197253766,-0.09078023059237834,-4.800000074505806,-5.000000074505806,2.5000000931322597,0.03999999940395356
SE.bk,SET,2025-02-05,Industrial Distribution,Industrials,336962432.0,0.134,0.080469996,0.7716536,3.269,0.12059,3.515,0.06,295159601.48,176447788.36,24903132.54,2024-09-30,-650684.4149999998,0.1145,0.8355864290929531,0.47999998927116394,0.6399999856948853,0.07390477446459076,0.052804797118316496,-0.001931029554653736,5.766666487852732,7.999999821186066,0.75,0.2791666729065281
SEAFCO.bk,SET,2025-02-05,Engineering & Construction,Industrials,1590738688.0,0.289,0.08914,1.110545,13.179,0.08803,1.462,0.08,1458232000.0,260542000.0,80734270.0,2024-09-30,17577500.0,0.0174,0.967387131696118,2.180000066757202,1.899999976158142,0.05075269156966653,0.046972010281747335,0.01104989784469239,23.637500834465026,27.250000834465027,1.147368470585578,0.1325688032798521
SEAOIL.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,1159276800.0,1.205,0.02544,0.776699,2.209,0.13344,1.952,0.43,1189279000.0,1384147000.0,174477000.0,2024-09-30,-124228000.0,0.004,0.3670653080671028,2.5399999618530273,2.118518590927124,0.15050503900362708,0.0677995015205411,-0.10715991211072283,3.104651074076808,5.906976655472157,1.1989509899658002,0.47440945594381284
